hardware_id	provider	inf_source	evidence
ACPI\VEN_QCOM&DEV_0F17&SUBSYS_CUST8480&REV_0051	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0F17&SUBSYS_CUST8480&REV_0052	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0F17&SUBSYS_CUST8480&REV_0053	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0F17&SUBSYS_CUST8480&REV_0054	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0F17&SUBSYS_CUST8480&REV_0056	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0F17&SUBSYS_CUST8480&REV_0057	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0F17&SUBSYS_CUST8480&REV_0058	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0F17&SUBSYS_CUST8480&REV_0059	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0F17&SUBSYS_CUST8480&REV_005A	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0F17&SUBSYS_CUST8480&REV_0060	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0F17&SUBSYS_CUST8480&REV_0061	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0F17&SUBSYS_CUST8480&REV_007E	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0F17&SUBSYS_CUST8480&REV_007F	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0F17&SUBSYS_CUST8480&REV_0080	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0F17&SUBSYS_CUST8480&REV_0081	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0F17&SUBSYS_CUST8480&REV_0082	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0F17&SUBSYS_CUST8480&REV_0083	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0F17&SUBSYS_CUST8480&REV_0084	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0F17&SUBSYS_CUST8480&REV_0085	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0F17&SUBSYS_CUST8480&REV_0086	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0F17&SUBSYS_CUST8480&REV_0087	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0F17&SUBSYS_CUST8480&REV_0088	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0F17&SUBSYS_CUST8480&REV_0089	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0F17&SUBSYS_CUST8480&REV_008A	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0F17&SUBSYS_CUST8480&REV_008E	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0F17&SUBSYS_CUST8480&REV_0090	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0F17&SUBSYS_CUST8480&REV_0091	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0F17&SUBSYS_CUST8480&REV_0092	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0F17&SUBSYS_CUST8480&REV_0093	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0F17&SUBSYS_CUST8480&REV_0094	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0F17&SUBSYS_CUST8480&REV_0095	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0F17&SUBSYS_CUST8480&REV_0096	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0F17&SUBSYS_CUST8480&REV_0098	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0F17&SUBSYS_CUST8480&REV_009C	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0F17&SUBSYS_CUST8480&REV_009D	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0F17&SUBSYS_CUST8480&REV_00A0	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0F17&SUBSYS_CUST8480&REV_00A1	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0F17&SUBSYS_CUST8480&REV_00A2	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0F17&SUBSYS_CUST8480&REV_00A3	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0F17&SUBSYS_CUST8480&REV_00A4	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0F17&SUBSYS_CUST8480&REV_00A5	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0F17&SUBSYS_CUST8480&REV_00A7	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0F17&SUBSYS_CUST8480&REV_00A8	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0F17&SUBSYS_CUST8480&REV_00A9	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0F17&SUBSYS_CUST8480&REV_00AA	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0F17&SUBSYS_CUST8480&REV_00AB	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0F17&SUBSYS_CUST8480&REV_00B0	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0F17&SUBSYS_CUST8480&REV_00B1	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0F17&SUBSYS_CUST8480&REV_00B2	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0F17&SUBSYS_CUST8480&REV_00B3	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0F17&SUBSYS_CUST8480&REV_00B4	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0F17&SUBSYS_CUST8480&REV_00B5	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0F17&SUBSYS_CUST8480&REV_00B6	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0F17&SUBSYS_CUST8480&REV_00B7	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0F17&SUBSYS_CUST8480&REV_00B9	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0F17&SUBSYS_CUST8480&REV_00C0	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0F17&SUBSYS_CUST8480&REV_00C1	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0F17&SUBSYS_CUST8480&REV_00C2	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0F17&SUBSYS_CUST8480&REV_00C4	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0F17&SUBSYS_CUST8480&REV_00C5	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0F17&SUBSYS_CUST8480&REV_00C6	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0F1B&SUBSYS_8F03103C	Qualcomm Technologies, Incorporated	qcsubsys_ext_adsp8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0F1B&SUBSYS_8F46103C&REV_0001	Qualcomm Technologies, Incorporated	qcsubsys_ext_adsp8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0F1B&SUBSYS_8F46103C&REV_0002	Qualcomm Technologies, Incorporated	qcsubsys_ext_adsp8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0F1B&SUBSYS_8F46103C&REV_0003	Qualcomm Technologies, Incorporated	qcsubsys_ext_adsp8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0F1B&SUBSYS_8F46103C&REV_0004	Qualcomm Technologies, Incorporated	qcsubsys_ext_adsp8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0F1B&SUBSYS_8F47103C&REV_0001	Qualcomm Technologies, Incorporated	qcsubsys_ext_adsp8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0F1B&SUBSYS_8F47103C&REV_0002	Qualcomm Technologies, Incorporated	qcsubsys_ext_adsp8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0F1B&SUBSYS_8F47103C&REV_0003	Qualcomm Technologies, Incorporated	qcsubsys_ext_adsp8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0F1B&SUBSYS_8F47103C&REV_0004	Qualcomm Technologies, Incorporated	qcsubsys_ext_adsp8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0F1B&SUBSYS_CDPS8480	Qualcomm Technologies, Incorporated	qcsubsys_ext_adsp8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0F1B&SUBSYS_CRD08480	Qualcomm Technologies Inc	qcSensorsConfigCrd8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0F1B&SUBSYS_CRD08480	Qualcomm Technologies, Incorporated	qcsubsys_ext_adsp8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0F2C	Qualcomm Inc.	qcpmicapps8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0F36	Qualcomm Incorporated	qcdpps8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0F36	Qualcomm Incorporated	qcdx8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0F36	Qualcomm Incorporated	qcdxext_qcdpps8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0F36&REV_0001	Qualcomm Incorporated	qcdx8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0F36&REV_0002	Qualcomm Incorporated	qcdx8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0F36&REV_0005	Qualcomm Incorporated	qcdx8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0F36&REV_0006	Qualcomm Incorporated	qcdx8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0F36&REV_0027	Qualcomm Incorporated	qcdx8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0F36&REV_0087	Qualcomm Incorporated	qcdx8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0F36&REV_0088	Qualcomm Incorporated	qcdx8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0F36&REV_0089	Qualcomm Incorporated	qcdx8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0F36&REV_00A0	Qualcomm Incorporated	qcdx8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0F36&REV_00A1	Qualcomm Incorporated	qcdx8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0F36&REV_00A2	Qualcomm Incorporated	qcdx8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0F36&REV_00A3	Qualcomm Incorporated	qcdx8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0F36&REV_00A4	Qualcomm Incorporated	qcdx8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0F36&REV_00A5	Qualcomm Incorporated	qcdx8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0F36&REV_00A7	Qualcomm Incorporated	qcdx8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0F36&REV_00A8	Qualcomm Incorporated	qcdx8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0F36&REV_00AA	Qualcomm Incorporated	qcdx8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0F36&REV_00AB	Qualcomm Incorporated	qcdx8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0F36&REV_00C1	Qualcomm Incorporated	qcdx8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0F36&REV_00C2	Qualcomm Incorporated	qcdx8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0F36&REV_00C4	Qualcomm Incorporated	qcdx8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0F36&REV_00C5	Qualcomm Incorporated	qcdx8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0F36&SUBSYS_8F03103C	Qualcomm Incorporated	qcdxext_crd8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0F36&SUBSYS_8F46103C	Qualcomm Incorporated	qcdxext_crd8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0F36&SUBSYS_8F47103C	Qualcomm Incorporated	qcdxext_crd8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0F36&SUBSYS_CRD08480	Qualcomm Incorporated	qcdxext_crd8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0F56&REV_0001	Qualcomm Inc.	qcqdss8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0F5A&SUBSYS_CUST8480&REV_0001	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0F6B&SUBSYS_CDPS8480	Qualcomm Atheros Communications Inc.	qcbluetooth8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0F6B&SUBSYS_CLS08480	Qualcomm Atheros Communications Inc.	qcbluetooth_nvm_ext8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0F6B&SUBSYS_CLS08480	Qualcomm Atheros Communications Inc.	qcbluetooth_swiftpair_ext8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0F6B&SUBSYS_CRD08480	Qualcomm Atheros Communications Inc.	qcbluetooth8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0F6B&SUBSYS_IDP08480	Qualcomm Atheros Communications Inc.	qcbluetooth8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0F6B&SUBSYS_IDPS8480	Qualcomm Atheros Communications Inc.	qcbluetooth8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0F6B&SUBSYS_MTP08480	Qualcomm Atheros Communications Inc.	qcbluetooth_nvm_ext8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0F6B&SUBSYS_MTP08480	Qualcomm Atheros Communications Inc.	qcbluetooth_swiftpair_ext8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0F6B&SUBSYS_QCB08480	Qualcomm Atheros Communications Inc.	qcbluetooth8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0F6B&SUBSYS_QRD08480	Qualcomm Atheros Communications Inc.	qcbluetooth_nvm_ext8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0F6B&SUBSYS_QRD08480	Qualcomm Atheros Communications Inc.	qcbluetooth_swiftpair_ext8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0F77	Qualcomm Inc.	qcfgbcl8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0F77&SUBSYS_CRD08480	Qualcomm Inc.	qcfgbclext8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0F77&SUBSYS_IDP08480	Qualcomm Inc.	qcfgbclext8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0F8D&SUBSYS_CDPS8480	Qualcomm Technologies, Incorporated	qcsubsys_ext_spss8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0F8D&SUBSYS_CRD08480	Qualcomm Technologies, Incorporated	qcsubsys_ext_spss8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0F8D&SUBSYS_QCB08480	Qualcomm Technologies, Incorporated	qcsubsys_ext_spss8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FA6&SUBSYS_CDPS8480	Qualcomm Technologies, Incorporated	qcsubsys_ext_cdsp8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FA6&SUBSYS_CRD08480	Qualcomm Technologies, Incorporated	qcsubsys_ext_cdsp8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FA6&SUBSYS_QCB08480	Qualcomm Technologies, Incorporated	qcsubsys_ext_cdsp8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FB8&SUBSYS_CDPS8480	Qualcomm Technologies, Incorporated	qcsubsys_ext_cdsp8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FB8&SUBSYS_CRD08480	Qualcomm Technologies, Incorporated	qcsubsys_ext_cdsp8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FB8&SUBSYS_QCB08480	Qualcomm Technologies, Incorporated	qcsubsys_ext_cdsp8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FC6&SUBSYS_CRD07280	Qualcomm Inc.	qcpmicext8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FC6&SUBSYS_IDP07280	Qualcomm Inc.	qcpmicext8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FC7&SUBSYS_CDP08480	Qualcomm Technologies, Incorporated	qcwlancol_ext8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FC7&SUBSYS_CDP08480	Qualcomm Technologies, Incorporated	qcwlanhmt_ext8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FC7&SUBSYS_CDPS8480	Qualcomm Technologies, Incorporated	qcwlancol_ext8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FC7&SUBSYS_CDPS8480	Qualcomm Technologies, Incorporated	qcwlanhmt_ext8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FC7&SUBSYS_CRD08480	Qualcomm Technologies, Incorporated	qcwlancol_ext8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FC7&SUBSYS_CRD08480	Qualcomm Technologies, Incorporated	qcwlanhmt_ext8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FC7&SUBSYS_IDP08480	Qualcomm Technologies, Incorporated	qcwlancol_ext8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FC7&SUBSYS_IDP08480	Qualcomm Technologies, Incorporated	qcwlanhmt_ext8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FC7&SUBSYS_IDPS8480	Qualcomm Technologies, Incorporated	qcwlancol_ext8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FC7&SUBSYS_IDPS8480	Qualcomm Technologies, Incorporated	qcwlanhmt_ext8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FC7&SUBSYS_MTP08480	Qualcomm Technologies, Incorporated	qcwlancol_ext8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FC7&SUBSYS_MTP08480	Qualcomm Technologies, Incorporated	qcwlanhmt_ext8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FC7&SUBSYS_QCB08480	Qualcomm Technologies, Incorporated	qcwlancol_ext8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FC7&SUBSYS_QCB08480	Qualcomm Technologies, Incorporated	qcwlanhmt_ext8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FC7&SUBSYS_QRD08480	Qualcomm Technologies, Incorporated	qcwlancol_ext8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FC7&SUBSYS_QRD08480	Qualcomm Technologies, Incorporated	qcwlanhmt_ext8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FD7&SUBSYS_CDP08480	Qualcomm	qceva_ext8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FD7&SUBSYS_CDPS8480	Qualcomm	qceva_ext8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FD7&SUBSYS_CRD08480	Qualcomm	qceva_ext8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FD7&SUBSYS_IDP08480	Qualcomm	qceva_ext8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FD7&SUBSYS_IDPS8480	Qualcomm	qceva_ext8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FD7&SUBSYS_MTP08480	Qualcomm	qceva_ext8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FD7&SUBSYS_QCB08480	Qualcomm	qceva_ext8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FD7&SUBSYS_QRD08480	Qualcomm	qceva_ext8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FD8&SUBSYS_CUST8480&REV_0001	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FD8&SUBSYS_CUST8480&REV_0002	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FD8&SUBSYS_CUST8480&REV_0003	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FD8&SUBSYS_CUST8480&REV_0006	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FD8&SUBSYS_CUST8480&REV_0007	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FD8&SUBSYS_CUST8480&REV_0081	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FD8&SUBSYS_CUST8480&REV_0082	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FD8&SUBSYS_CUST8480&REV_0083	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FD8&SUBSYS_CUST8480&REV_0084	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FD8&SUBSYS_CUST8480&REV_0091	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FD8&SUBSYS_CUST8480&REV_0092	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FD8&SUBSYS_CUST8480&REV_00A1	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FD8&SUBSYS_CUST8480&REV_00A2	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FD9&SUBSYS_CUST8480&REV_0001	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FD9&SUBSYS_CUST8480&REV_0002	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FD9&SUBSYS_CUST8480&REV_0003	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FD9&SUBSYS_CUST8480&REV_0006	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FD9&SUBSYS_CUST8480&REV_0007	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FD9&SUBSYS_CUST8480&REV_0081	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FD9&SUBSYS_CUST8480&REV_0082	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FD9&SUBSYS_CUST8480&REV_0083	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FD9&SUBSYS_CUST8480&REV_0084	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FD9&SUBSYS_CUST8480&REV_0091	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FD9&SUBSYS_CUST8480&REV_0092	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FD9&SUBSYS_CUST8480&REV_00A1	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FD9&SUBSYS_CUST8480&REV_00A2	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FDA&SUBSYS_CUST8480&REV_0001	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FDA&SUBSYS_CUST8480&REV_0002	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FDA&SUBSYS_CUST8480&REV_0003	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FDA&SUBSYS_CUST8480&REV_0006	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
ACPI\VEN_QCOM&DEV_0FDA&SUBSYS_CUST8480&REV_0007	Qualcomm Inc.	qcpep.wd8480.inf	HP-SOFTWARE
